5.492188,5.609375,5.460938,5.609375,3.544526,57779200
5.570313,5.632813,5.421875,5.429688,3.430983,62857600
5.453125,5.46875,5.304688,5.460938,3.450731,102353600
5.390625,5.476563,5.382813,5.398438,3.411237,62083200
5.40625,5.476563,5.382813,5.390625,3.406301,11377600
5.375,5.375,4.992188,5.011719,3.166871,177424000
5.03125,5.203125,5.030273,5.148438,3.253264,181571200
5.21875,5.429688,5.195313,5.414063,3.42111,116617600
5.40625,5.429688,5.242188,5.359375,3.386554,80544000
5.367188,5.367188,5.117188,5.15625,3.2582,84572800
5.226563,5.405273,5.203125,5.398438,3.411237,122006400
5.296875,5.46875,5.289063,5.304688,3.351996,143078400
5.34375,5.554688,5.3125,5.476563,3.460603,121331200
5.640625,5.828125,5.601563,5.742188,3.62845,227440000
5.726563,5.796875,5.679688,5.75,3.633386,82643200
5.710938,5.734375,5.578125,5.59375,3.534655,66473600
5.617188,5.78125,5.59375,5.703125,3.603766,92217600
5.710938,5.726563,5.5625,5.585938,3.529717,59881600
5.570313,5.679688,5.5625,5.65625,3.574146,50881600
5.671875,5.703125,5.584961,5.648438,3.569211,39587200
5.679688,5.710938,5.664063,5.675781,3.586488,45120000
5.671875,5.789063,5.632813,5.78125,3.653134,68774400
5.765625,5.890625,5.75,5.882813,3.717309,78587200
5.875,5.882813,5.757813,5.8125,3.672879,44686400
5.796875,6.078125,5.796875,6.070313,3.835789,126480000
6.03125,6.09375,5.976563,6.03125,3.811106,98158400
6,6.070313,5.967773,6.054688,3.825917,65555200
6.039063,6.21875,5.96875,6.179688,3.904904,103924800
6.171875,6.265625,6.15625,6.257813,3.95427,122832000
6.234375,6.320313,6.195313,6.21875,3.929588,87779200
6.109375,6.265625,6.09375,6.226563,3.934522,114513600
6.257813,6.257813,6.148438,6.171875,3.899967,80212800
6.15625,6.195313,6.109375,6.15625,3.890091,52195200
6.171875,6.203125,6.117188,6.117188,3.865412,62206400
6.078125,6.15625,6.054688,6.109375,3.860475,64182400
6.109375,6.257813,6.09375,6.242188,3.944396,80046400
6.25,6.414063,6.25,6.40625,4.048066,106500800
6.414063,6.476563,6.367188,6.46875,4.08756,102640000
6.4375,6.453125,6.28125,6.289063,3.974016,63696000
6.296875,6.300781,6.233398,6.257813,3.95427,60958400
6.296875,6.375,6.242188,6.257813,3.95427,60051200
6.1875,6.257813,6.160156,6.167969,3.897499,61723200
6.148438,6.164063,5.914063,5.96875,3.771614,157652800
6,6.085938,5.96875,6.015625,3.801233,72564800
6,6.141602,5.984375,6.132813,3.875282,57369600
6.140625,6.179688,6.0625,6.0625,3.830853,44256000
6.070313,6.101563,6.039063,6.082031,3.843194,44291200
5.96875,6.09375,5.921875,5.945313,3.756803,108524800
5.945313,6.039063,5.945313,6.03125,3.811106,74592000
6.015625,6.039063,5.921875,5.984375,3.781485,76888000
6.139648,6.3125,6.109375,6.304688,3.983889,156710400
6.320313,6.367188,6.226563,6.226563,3.934522,60640000
6.25,6.445313,6.226563,6.398438,4.043128,121721600
6.398438,6.617188,6.398438,6.578125,4.156673,119472000
6.648438,6.691406,6.546875,6.679688,4.22085,92491200
6.640625,6.664063,6.483398,6.539063,4.131989,92944000
6.515625,6.523438,6.28125,6.296875,3.978953,66313600
6.320313,6.339844,6.234375,6.320313,3.993764,48046400
6.34375,6.398438,6.175781,6.242188,3.944396,63379200
6.210938,6.429688,6.171875,6.421875,4.057938,79899200
6.453125,6.5,6.320313,6.40625,4.048066,52729600
6.367188,6.46875,6.320313,6.390625,4.038193,54955200
6.398438,6.507813,6.382813,6.445313,4.07275,53508800
6.446289,6.46875,6.382813,6.421875,4.057938,31692800
6.421875,6.5625,6.414063,6.539063,4.131989,54396800
6.507813,6.570313,6.460938,6.53125,4.127053,46072000
6.539063,6.554688,6.46875,6.523438,4.122117,28961600
6.40625,6.492188,6.367188,6.484375,4.097434,73753600
6.5,6.5,6.34375,6.351563,4.013508,66942400
6.34375,6.4375,6.328125,6.351563,4.013508,51910400
6.34375,6.398438,6.226563,6.320313,3.993764,62465600
6.320313,6.351563,6.28125,6.320313,3.993764,33737600
6.3125,6.476563,6.3125,6.469727,4.088177,50102400
6.515625,6.59375,6.5,6.578125,4.156673,80116800
6.578125,6.625,6.519531,6.621094,4.183824,62630400
6.625,6.828125,6.59375,6.8125,4.304773,133958400
6.976563,7.007813,6.84375,6.859375,4.334393,169492800
6.90625,7.085938,6.890625,7.046875,4.452874,92758400
7.046875,7.078125,6.960938,7.039063,4.447937,57139200
7.0625,7.070313,6.953125,6.96875,4.403506,69251200
6.96875,7.109375,6.890625,7.046875,4.452874,63896000
7.046875,7.117188,7.023438,7.09375,4.482491,54296000
7.085938,7.09375,7,7.039063,4.447937,34267200
7.039063,7.078125,6.992188,7.078125,4.472619,28441600
7.054688,7.203125,7.039063,7.195313,4.54667,65014400
7.195313,7.203125,6.945313,6.976563,4.408444,87340800
7.03125,7.15625,6.882813,6.929688,4.378824,75300800
6.9375,7.023438,6.851563,6.984375,4.41338,75852800
6.976563,7.09375,6.976563,7.070313,4.467682,47366400
7.054688,7.148438,6.921875,7.140625,4.512112,77851200
7.140625,7.195313,7.078125,7.09375,4.482491,47776000
7.148438,7.196289,7.132813,7.179688,4.536797,43913600
7.1875,7.429688,7.1875,7.414063,4.684897,95606400
7.453125,7.5,7.389648,7.4375,4.699708,76832000
7.4375,7.484375,7.335938,7.351563,4.645402,56323200
7.25,7.335938,7.226563,7.320313,4.625658,67092800
7.367188,7.375,7.273438,7.3125,4.62072,35392000
7.335938,7.367188,7.289063,7.296875,4.610846,38457600
7.296875,7.304688,7.195313,7.195313,4.54667,42113600
7.1875,7.328125,7.164063,7.304688,4.615783,45646400
7.304688,7.445313,7.304688,7.40625,4.67996,51976000
7.40625,7.4375,7.390625,7.40625,4.67996,26443200
7.421875,7.446289,7.320313,7.328125,4.630592,43376000
7.335938,7.390625,7.289063,7.320313,4.625658,33569600
7.328125,7.390625,7.289063,7.390625,4.670088,33824000
7.410156,7.460938,7.375,7.421875,4.689833,40259200
7.421875,7.46875,7.382813,7.398438,4.675023,31684800
7.414063,7.429688,7.265625,7.367188,4.655277,65852800
7.375,7.578125,7.367188,7.554688,4.773756,50968000
7.609375,7.6875,7.484375,7.488281,4.731794,88136000
